arrangement_id	ast_status	canonical_eight_factors	coefficient_domain	parse_warnings	raw_equation	top_level_factor_count
231	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A2*z)"", ""z"", ""(A0*x+A3*y+A4*z)"", ""t"", ""(A0*x+A1*y+A5*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{2}z)z(A_{0}x + A_{3}y + A_{4}z)t(A_{0}x + A_{1}y + A_{5}t)(x + y + z + t)	8
232	parsed	"[""x"", ""y"", ""(A0*x+A0*y+A1*z)"", ""z"", ""(A0*x+A2*y+A3*z)"", ""t"", ""(A0*x+A4*y+A5*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{0}y + A_{1}z)z(A_{0}x + A_{2}y + A_{3}z)t(A_{0}x + A_{4}y + A_{5}t)(x + y + z + t)	8
233	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A2*z)"", ""z"", ""(A0*x+A3*y+A4*z)"", ""(A5*x+(-A1+A2)*y+A2*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{2}z)z(A_{0}x + A_{3}y + A_{4}z)(A_{5}x + (-A_{1} + A_{2})y + A_{2}t)t(x + y + z + t)	8
234	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A2*z)"", ""z"", ""(A0*x+A3*y+A4*z)"", ""t"", ""((A0-A2)*x+(A1-A2)*y+A5*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{2}z)z(A_{0}x + A_{3}y + A_{4}z)t((A_{0} - A_{2})x + (A_{1} - A_{2})y + A_{5}t)(x + y + z + t)	8
235	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A2*z)"", ""z"", ""(A0*x+A3*y+A4*z)"", ""t"", ""(A0*x+A5*y+A6*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{2}z)z(A_{0}x + A_{3}y + A_{4}z)t(A_{0}x + A_{5}y + A_{6}t)(x + y + z + t)	8
236	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*y+A4*z)"", ""(A0*x+A5*y+A5*z+A6*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}y + A_{4}z)(A_{0}x + A_{5}y + A_{5}z + A_{6}t)t(x + y + z + t)	8
237	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(A0*x+A3*y+A4*z)"", ""(A0*x+A5*y+A6*z+A7*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{2}z)(A_{0}x + A_{3}y + A_{4}z)(A_{0}x + A_{5}y + A_{6}z + A_{7}t)t(x + y + z + t)	8
238	parsed	"[""x"", ""y"", ""z"", ""(x-y-z)"", ""(x+t)"", ""(y+t)"", ""(z+t)"", ""(x-y-z-t)""]"	Q		xyz(x - y - z)(x + t)(y + t)(z + t)(x - y - z - t)	8
239	parsed	"[""x"", ""y"", ""z"", ""(x+y-z)"", ""(z+t)"", ""(x+y+z+t)"", ""(x+t)"", ""(y+t)""]"	Q		xyz(x + y - z)(z + t)(x + y + z + t)(x + t)(y + t)	8
240	parsed	"[""x"", ""y"", ""z"", ""(x-y-z)"", ""(x+t)"", ""(y+t)"", ""(z+t)"", ""(x-2*y-2*z-2*t)""]"	Q		xyz(x - y - z)(x + t)(y + t)(z + t)(x - 2y - 2z - 2t)	8
241	parsed	"[""x"", ""y"", ""z"", ""(x-y-z)"", ""(x-y+t)"", ""t"", ""(x+y-z-t)"", ""(x+y+z+t)""]"	Q		xyz(x - y - z)(x - y + t)t(x + y - z - t)(x + y + z + t)	8
242	parsed	"[""x"", ""y"", ""(x+t)"", ""(y+t)"", ""(A0*x-A0*y+A1*z)"", ""z"", ""(A0*x-A0*y+A1*z+A1*t)"", ""(z+t)""]"	Q(parameters)		xy(x + t)(y + t)(A_{0}x - A_{0}y + A_{1}z)z(A_{0}x - A_{0}y + A_{1}z + A_{1}t)(z + t)	8
243	parsed	"[""x"", ""y"", ""z"", ""(x-y-z)"", ""(x+t)"", ""(y+t)"", ""(z+t)"", ""(A0*x+A1*y+A1*z+A1*t)""]"	Q(parameters)		xyz(x - y - z)(x + t)(y + t)(z + t)(A_{0}x + A_{1}y + A_{1}z + A_{1}t)	8
244	parsed	"[""x"", ""y"", ""(x+t)"", ""(y+t)"", ""(A0*x+A1*y+(-A0-A1)*z)"", ""z"", ""(A0*x+A1*y+(-A0-A1)*z+(-A0-A1)*t)"", ""(z+t)""]"	Q(parameters)		xy(x + t)(y + t)(A_{0}x + A_{1}y + (-A_{0} - A_{1})z)z(A_{0}x + A_{1}y + (-A_{0} - A_{1})z + (-A_{0} - A_{1})t)(z + t)	8
245	parsed	"[""x"", ""y"", ""z"", ""(-2*x-y+z)"", ""(z+t)"", ""(x+y+z+t)"", ""(x+t)"", ""(y+t)""]"	Q		xyz(-2x - y + z)(z + t)(x + y + z + t)(x + t)(y + t)	8
246	parsed	"[""x"", ""y"", ""(A0*x+A1*y+(-A0-A1)*z)"", ""z"", ""(-A1*x-A0*y+(-A0-A1)*z+(-A0-A1)*t)"", ""(z+t)"", ""(y+t)"", ""(x+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + (-A_{0} - A_{1})z)z(-A_{1}x - A_{0}y + (-A_{0} - A_{1})z + (-A_{0} - A_{1})t)(z + t)(y + t)(x + t)	8
247	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(x+t)"", ""(y+t)"", ""(z+t)"", ""(-1*x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(x + t)(y + t)(z + t)(-1x + y + z + t)	8
248	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y-A1*z)"", ""(z+t)"", ""(x+y+z+t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y - A_{1}z)(z + t)(x + y + z + t)(x + t)(y + t)	8
249	parsed	"[""x"", ""(x+2*y+2*z)"", ""y"", ""z"", ""(A0*x+(2*A0-A1)*y+2*A0*t)"", ""(A0*x+2*A0*y+A1*z+2*A0*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(x + 2y + 2z)yz(A_{0}x + (2A_{0} - A_{1})y + 2A_{0}t)(A_{0}x + 2A_{0}y + A_{1}z + 2A_{0}t)t(x + y + z + t)	8
250	parsed	"[""x"", ""y"", ""z"", ""(-2*A1*x+A0*y+A1*z)"", ""(z+t)"", ""(x-y-z-t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(-2A_{1}x + A_{0}y + A_{1}z)(z + t)(x - y - z - t)(x + t)(y + t)	8
251	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+(-A0-A1)*z)"", ""(y+t)"", ""(x+t)"", ""(-A1*x+(-A0-A1)*y+(-A0-A1)*z+(-A0-A1)*t)"", ""(z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + (-A_{0} - A_{1})z)(y + t)(x + t)(-A_{1}x + (-A_{0} - A_{1})y + (-A_{0} - A_{1})z + (-A_{0} - A_{1})t)(z + t)	8
252	parsed	"[""x"", ""(A0*x+A1*y+2*A1*z)"", ""y"", ""z"", ""(y+2*z+2*t)"", ""t"", ""(x+y+z+t)"", ""(x+z-t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + 2A_{1}z)yz(y + 2z + 2t)t(x + y + z + t)(x + z - t)	8
253	parsed	"[""x"", ""y"", ""(x+t)"", ""(y+t)"", ""z"", ""(A0*x+A1*y+(-A0-A1)*z)"", ""(z+t)"", ""((-A0-A1)*x+A1*y+(-A0-A1)*z+(-A0-A1)*t)""]"	Q(parameters)		xy(x + t)(y + t)z(A_{0}x + A_{1}y + (-A_{0} - A_{1})z)(z + t)((-A_{0} - A_{1})x + A_{1}y + (-A_{0} - A_{1})z + (-A_{0} - A_{1})t)	8
254	parsed	"[""x"", ""y"", ""z"", ""(A1*x+A0*y+A0*z)"", ""(A1*x+A0*y+A1*t)"", ""t"", ""(A0*x+A0*y+A1*z+A1*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{1}x + A_{0}y + A_{0}z)(A_{1}x + A_{0}y + A_{1}t)t(A_{0}x + A_{0}y + A_{1}z + A_{1}t)(x + y + z + t)	8
255	parsed	"[""x"", ""(A0*x+A1*y+A1*z)"", ""y"", ""z"", ""(A0*x+A1*y+A0*t)"", ""((A0+A1)*x+(A0+A1)*y+A0*z+A0*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{1}z)yz(A_{0}x + A_{1}y + A_{0}t)((A_{0} + A_{1})x + (A_{0} + A_{1})y + A_{0}z + A_{0}t)t(x + y + z + t)	8
256	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y-A0*z)"", ""(z+t)"", ""(A0*x+A1*y+A1*z+A1*t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y - A_{0}z)(z + t)(A_{0}x + A_{1}y + A_{1}z + A_{1}t)(x + t)(y + t)	8
257	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""z"", ""(A0*x+A1*y+(A0-A1)*t)"", ""t"", ""(A0*x+A0*y+(A0-A1)*z+(A0-A1)*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)z(A_{0}x + A_{1}y + (A_{0} - A_{1})t)t(A_{0}x + A_{0}y + (A_{0} - A_{1})z + (A_{0} - A_{1})t)(x + y + z + t)	8
258	parsed	"[""x"", ""y"", ""z"", ""(-2*x+y+z)"", ""(x+t)"", ""(y+t)"", ""(z+t)"", ""(A0*x+A1*y+A1*z+A1*t)""]"	Q(parameters)		xyz(-2x + y + z)(x + t)(y + t)(z + t)(A_{0}x + A_{1}y + A_{1}z + A_{1}t)	8
259	parsed	"[""x"", ""y"", ""(x+t)"", ""(y+t)"", ""z"", ""(A0*x+A1*y+(-A0-A1)*z)"", ""(z+t)"", ""((-A0-2*A1)*x+A1*y+(-A0-A1)*z+(-A0-A1)*t)""]"	Q(parameters)		xy(x + t)(y + t)z(A_{0}x + A_{1}y + (-A_{0} - A_{1})z)(z + t)((-A_{0} - 2A_{1})x + A_{1}y + (-A_{0} - A_{1})z + (-A_{0} - A_{1})t)	8
260	parsed	"[""(A0*A1*x+A0*A2*y+A1*A2*z+A2**2*t)"", ""x"", ""y"", ""(A1*x+A2*y+A1*z+A2*t)"", ""(A0*x+A0*y+A2*z+A2*t)"", ""z"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		(A_{0}A_{1}x + A_{0}A_{2}y + A_{1}A_{2}z + A_{2}^2t)xy(A_{1}x + A_{2}y + A_{1}z + A_{2}t)(A_{0}x + A_{0}y + A_{2}z + A_{2}t)zt(x + y + z + t)	8
261	parsed	"[""x"", ""y"", ""z"", ""((-A0+2*A1)*x+A0*y+A1*z)"", ""(2*x+z+2*t)"", ""(A0*x+A0*y+A1*z+2*A1*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz((-A_{0} + 2A_{1})x + A_{0}y + A_{1}z)(2x + z + 2t)(A_{0}x + A_{0}y + A_{1}z + 2A_{1}t)t(x + y + z + t)	8
262	parsed	"[""x"", ""((A0-A1)*x+A0*y+A0*z)"", ""y"", ""z"", ""(A1*x+A1*y+A0*t)"", ""(A0*y+(A0-A1)*z+A0*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x((A_{0} - A_{1})x + A_{0}y + A_{0}z)yz(A_{1}x + A_{1}y + A_{0}t)(A_{0}y + (A_{0} - A_{1})z + A_{0}t)t(x + y + z + t)	8
263	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A2*y+A0*z)"", ""(A2*x+A1*y+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A2*x+A2*y+A0*z+A1*t)""]"	Q(parameters)		xyz(A_{0}x + A_{2}y + A_{0}z)(A_{2}x + A_{1}y + A_{1}t)t(x + y + z + t)(A_{2}x + A_{2}y + A_{0}z + A_{1}t)	8
264	parsed	"[""x"", ""(A0*x+A1*y+2*A1*z)"", ""y"", ""z"", ""(y+2*z+2*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A1*y+A0*z+(-A0+2*A1)*t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + 2A_{1}z)yz(y + 2z + 2t)t(x + y + z + t)(A_{0}x + A_{1}y + A_{0}z + (-A_{0} + 2A_{1})t)	8
265	parsed	"[""x"", ""(x+t)"", ""y"", ""(y+t)"", ""(A0*x+A1*y-A0*z)"", ""(-A0*x+A1*y-A0*z+(-A0+A1)*t)"", ""z"", ""(z+t)""]"	Q(parameters)		x(x + t)y(y + t)(A_{0}x + A_{1}y - A_{0}z)(-A_{0}x + A_{1}y - A_{0}z + (-A_{0} + A_{1})t)z(z + t)	8
266	parsed	"[""x"", ""y"", ""z"", ""(x-y+z)"", ""(A0*x+A1*y+A1*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A1*z+A1*t)""]"	Q(parameters)		xyz(x - y + z)(A_{0}x + A_{1}y + A_{1}t)t(x + y + z + t)(A_{0}x + A_{1}z + A_{1}t)	8
267	parsed	"[""x"", ""y"", ""z"", ""(A0**2*x+(A0*A1-A1**2)*y+A0*A1*z)"", ""((A0**2-A0*A1)*x-A1**2*y-A1**2*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A0*y+A1*z+A1*t)""]"	Q(parameters)		xyz(A_{0}^2x + (A_{0}A_{1} - A_{1}^2)y + A_{0}A_{1}z)((A_{0}^2 - A_{0}A_{1})x - A_{1}^2y - A_{1}^2t)t(x + y + z + t)(A_{0}x + A_{0}y + A_{1}z + A_{1}t)	8
268	parsed	"[""x"", ""(A0*x+A1*y+A1*z)"", ""y"", ""z"", ""((-A0+A1)*x+(-A0+2*A1)*y+A1*t)"", ""(A1*y+(A0-A1)*z+A1*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{1}z)yz((-A_{0} + A_{1})x + (-A_{0} + 2A_{1})y + A_{1}t)(A_{1}y + (A_{0} - A_{1})z + A_{1}t)t(x + y + z + t)	8
269	parsed	"[""x"", ""(A2*x+A1*y+A1*z+A2*t)"", ""(A0*A1*x+A1*A2*y+A0*A1*z+A0*A2*t)"", ""y"", ""(A1*A2*x+A1*A2*y+A0*A1*z+A2**2*t)"", ""z"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{2}x + A_{1}y + A_{1}z + A_{2}t)(A_{0}A_{1}x + A_{1}A_{2}y + A_{0}A_{1}z + A_{0}A_{2}t)y(A_{1}A_{2}x + A_{1}A_{2}y + A_{0}A_{1}z + A_{2}^2t)zt(x + y + z + t)	8
270	parsed	"[""x"", ""y"", ""(A1*x+A1*y+2*A0*z)"", ""z"", ""(A0*x+(2*A0-A1)*y+2*A0*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A1*y+2*A0*z+2*A0*t)""]"	Q(parameters)		xy(A_{1}x + A_{1}y + 2A_{0}z)z(A_{0}x + (2A_{0} - A_{1})y + 2A_{0}t)t(x + y + z + t)(A_{0}x + A_{1}y + 2A_{0}z + 2A_{0}t)	8
271	parsed	"[""x"", ""(x+t)"", ""(A0*x+A1*y-A1*z)"", ""(A0*x+A2*y-A2*z+A0*t)"", ""y"", ""(y+t)"", ""z"", ""(z+t)""]"	Q(parameters)		x(x + t)(A_{0}x + A_{1}y - A_{1}z)(A_{0}x + A_{2}y - A_{2}z + A_{0}t)y(y + t)z(z + t)	8
272	parsed	"[""(A0*x+A1*y+(-A0-A1)*z)"", ""(A0*x+A1*y+(-A0-A1)*z+A2*t)"", ""x"", ""(x+t)"", ""y"", ""(y+t)"", ""z"", ""(z+t)""]"	Q(parameters)		(A_{0}x + A_{1}y + (-A_{0} - A_{1})z)(A_{0}x + A_{1}y + (-A_{0} - A_{1})z + A_{2}t)x(x + t)y(y + t)z(z + t)	8
273	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+(-A0+A1)*z)"", ""(z+t)"", ""(x+y+z+t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + (-A_{0} + A_{1})z)(z + t)(x + y + z + t)(x + t)(y + t)	8
274	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y-A0*z)"", ""(z+t)"", ""((A0+A1)*x-A0*y-A0*z-A0*t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y - A_{0}z)(z + t)((A_{0} + A_{1})x - A_{0}y - A_{0}z - A_{0}t)(x + t)(y + t)	8
275	parsed	"[""x"", ""y"", ""(A1*x+(-A0+A1)*y+A1*z)"", ""z"", ""t"", ""((-A0**2+A0*A1)*x+(-A0**2+A0*A1)*y+A1**2*t)"", ""(A1**2*x+(-A0**2+A0*A1)*y+A0*A1*z+A1**2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{1}x + (-A_{0} + A_{1})y + A_{1}z)zt((-A_{0}^2 + A_{0}A_{1})x + (-A_{0}^2 + A_{0}A_{1})y + A_{1}^2t)(A_{1}^2x + (-A_{0}^2 + A_{0}A_{1})y + A_{0}A_{1}z + A_{1}^2t)(x + y + z + t)	8
276	parsed	"[""x"", ""y"", ""(A1*x+(A0+A1)*y+(A0+A1)*z)"", ""z"", ""t"", ""(A0*x+A0*y+A1*t)"", ""(x+y+z+t)"", ""(A1*x+A0*y+(A0+A1)*z+A1*t)""]"	Q(parameters)		xy(A_{1}x + (A_{0} + A_{1})y + (A_{0} + A_{1})z)zt(A_{0}x + A_{0}y + A_{1}t)(x + y + z + t)(A_{1}x + A_{0}y + (A_{0} + A_{1})z + A_{1}t)	8
277	parsed	"[""x"", ""y"", ""(x+t)"", ""(y+t)"", ""z"", ""(A0*x+A1*y+A2*z)"", ""(z+t)"", ""((-A1+A2)*x+A1*y+A2*z+A2*t)""]"	Q(parameters)		xy(x + t)(y + t)z(A_{0}x + A_{1}y + A_{2}z)(z + t)((-A_{1} + A_{2})x + A_{1}y + A_{2}z + A_{2}t)	8
278	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+(-A0-A1)*z)"", ""(z+t)"", ""(A0*x+A2*y+(A0+A2)*z+(A0+A2)*t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + (-A_{0} - A_{1})z)(z + t)(A_{0}x + A_{2}y + (A_{0} + A_{2})z + (A_{0} + A_{2})t)(x + t)(y + t)	8
279	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A1*y+A0*t)"", ""t"", ""(A2*x+A1*y+A0*z+A0*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{1}y + A_{0}t)t(A_{2}x + A_{1}y + A_{0}z + A_{0}t)(x + y + z + t)	8
280	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y-A0*z)"", ""(z+t)"", ""(A0*x+A2*y+A2*z+A2*t)"", ""(x+t)"", ""(y+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y - A_{0}z)(z + t)(A_{0}x + A_{2}y + A_{2}z + A_{2}t)(x + t)(y + t)	8
281	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""t"", ""(A0*x+A2*y+A2*t)"", ""((-A0+A2)*x+A2*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{0}z)t(A_{0}x + A_{2}y + A_{2}t)((-A_{0} + A_{2})x + A_{2}z + A_{2}t)(x + y + z + t)	8
282	parsed	"[""x"", ""(x+t)"", ""(x+y-z)"", ""(A0*x+A1*y-A1*z+A2*t)"", ""y"", ""(y+t)"", ""z"", ""(z+t)""]"	Q(parameters)		x(x + t)(x + y - z)(A_{0}x + A_{1}y - A_{1}z + A_{2}t)y(y + t)z(z + t)	8
283	parsed	"[""x"", ""((A0+A2)*x+A0*y+A0*z)"", ""y"", ""z"", ""t"", ""(x+y+z+t)"", ""(A1*x+A2*y+A1*t)"", ""((A0+A2)*x+(A0+A2)*y+A0*z+A1*t)""]"	Q(parameters)		x((A_{0} + A_{2})x + A_{0}y + A_{0}z)yzt(x + y + z + t)(A_{1}x + A_{2}y + A_{1}t)((A_{0} + A_{2})x + (A_{0} + A_{2})y + A_{0}z + A_{1}t)	8
284	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(x+t)"", ""(y+t)"", ""(z+t)"", ""(A0*x+A2*y+A2*z+A2*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(x + t)(y + t)(z + t)(A_{0}x + A_{2}y + A_{2}z + A_{2}t)	8
285	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A2*x+A1*y+A2*t)"", ""t"", ""(A0*x+A1*y+A2*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{2}x + A_{1}y + A_{2}t)t(A_{0}x + A_{1}y + A_{2}z + A_{2}t)(x + y + z + t)	8
286	parsed	"[""x"", ""(A0*x+A1*z+2*A1*t)"", ""(2*y+z+2*t)"", ""y"", ""z"", ""t"", ""(x+y+z+t)"", ""(A0*x+(-A0+2*A2)*y+A2*z+A0*t)""]"	Q(parameters)		x(A_{0}x + A_{1}z + 2A_{1}t)(2y + z + 2t)yzt(x + y + z + t)(A_{0}x + (-A_{0} + 2A_{2})y + A_{2}z + A_{0}t)	8
287	parsed	"[""x"", ""(A0*x+A1*y+A1*z+A2*t)"", ""(A1*x+A1*z+A2*t)"", ""y"", ""z"", ""(A1*x+A1*y+A3*z+A2*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{1}z + A_{2}t)(A_{1}x + A_{1}z + A_{2}t)yz(A_{1}x + A_{1}y + A_{3}z + A_{2}t)t(x + y + z + t)	8
288	parsed	"[""x"", ""y"", ""z"", ""(A2*x+(-A1+A2)*y+(-A1+A2)*z)"", ""(A0*x+A0*y+A2*t)"", ""t"", ""(A0*y+A1*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{2}x + (-A_{1} + A_{2})y + (-A_{1} + A_{2})z)(A_{0}x + A_{0}y + A_{2}t)t(A_{0}y + A_{1}z + A_{2}t)(x + y + z + t)	8
289	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A0*y+A2*z)"", ""(A1*x+A2*y+A2*t)"", ""t"", ""(x+y+z+t)"", ""(A1**2*x+(2*A1*A2-A2**2)*y+A1*A2*z+A1*A2*t)""]"	Q(parameters)		xyz(A_{0}x + A_{0}y + A_{2}z)(A_{1}x + A_{2}y + A_{2}t)t(x + y + z + t)(A_{1}^2x + (2A_{1}A_{2} - A_{2}^2)y + A_{1}A_{2}z + A_{1}A_{2}t)	8
290	parsed	"[""(A0*x+A1*y+A0*z)"", ""x"", ""y"", ""z"", ""t"", ""(A2*x+A1*y+A0*z+A2*t)"", ""(x+y+z+t)"", ""((A0-A1)*x+(A0-A1)*y+A0*t)""]"	Q(parameters)		(A_{0}x + A_{1}y + A_{0}z)xyzt(A_{2}x + A_{1}y + A_{0}z + A_{2}t)(x + y + z + t)((A_{0} - A_{1})x + (A_{0} - A_{1})y + A_{0}t)	8
291	parsed	"[""x"", ""y"", ""z"", ""((A0-A2)*x+(A1-A2)*y+(A1-A2)*z)"", ""(A2*x+A1*y+A2*t)"", ""t"", ""(A0*x+A1*y+A2*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz((A_{0} - A_{2})x + (A_{1} - A_{2})y + (A_{1} - A_{2})z)(A_{2}x + A_{1}y + A_{2}t)t(A_{0}x + A_{1}y + A_{2}z + A_{2}t)(x + y + z + t)	8
292	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A2*y+A0*z)"", ""(A1*x+A0*z+A1*t)"", ""(A2*x+A2*y+A0*z+A1*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{2}y + A_{0}z)(A_{1}x + A_{0}z + A_{1}t)(A_{2}x + A_{2}y + A_{0}z + A_{1}t)t(x + y + z + t)	8
293	parsed	"[""x"", ""(A0*x+A1*y+A1*z)"", ""y"", ""z"", ""t"", ""(x+y+z+t)"", ""(A0*x+A2*y+A0*t)"", ""(A0*y+(A0-A2)*z+A0*t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{1}z)yzt(x + y + z + t)(A_{0}x + A_{2}y + A_{0}t)(A_{0}y + (A_{0} - A_{2})z + A_{0}t)	8
294	parsed	"[""x"", ""(A0*x+A1*y+A1*z)"", ""y"", ""z"", ""(A0*x+A2*y+A0*t)"", ""((A0-A2)*x+A0*y+(A0-A2)*z+A0*t)"", ""t"", ""(x+y+z+t)""]"	Q(parameters)		x(A_{0}x + A_{1}y + A_{1}z)yz(A_{0}x + A_{2}y + A_{0}t)((A_{0} - A_{2})x + A_{0}y + (A_{0} - A_{2})z + A_{0}t)t(x + y + z + t)	8
295	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A0*t)"", ""t"", ""(A2*x+A2*y+A0*z+A0*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{0}t)t(A_{2}x + A_{2}y + A_{0}z + A_{0}t)(x + y + z + t)	8
296	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A1*z)"", ""(A0*x+A2*y+A2*t)"", ""t"", ""(x+y+z+t)"", ""(A0*x+A0*y+A1*z+A2*t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{1}z)(A_{0}x + A_{2}y + A_{2}t)t(x + y + z + t)(A_{0}x + A_{0}y + A_{1}z + A_{2}t)	8
297	parsed	"[""x"", ""y"", ""(A0*x+A1*y+A1*z)"", ""z"", ""(A0*x+A0*y+A2*t)"", ""t"", ""(A0*x+(A0+A2)*y+A2*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xy(A_{0}x + A_{1}y + A_{1}z)z(A_{0}x + A_{0}y + A_{2}t)t(A_{0}x + (A_{0} + A_{2})y + A_{2}z + A_{2}t)(x + y + z + t)	8
298	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A1*y+A0*z)"", ""(A0*x+A1*y+A2*t)"", ""t"", ""(A1*x+A1*y+A2*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{1}y + A_{0}z)(A_{0}x + A_{1}y + A_{2}t)t(A_{1}x + A_{1}y + A_{2}z + A_{2}t)(x + y + z + t)	8
299	parsed	"[""x"", ""y"", ""z"", ""(A0*x+A0*y+A1*z)"", ""t"", ""(A0*x+A2*y+A0*t)"", ""((-A0+A2)*x+A2*z+A2*t)"", ""(x+y+z+t)""]"	Q(parameters)		xyz(A_{0}x + A_{0}y + A_{1}z)t(A_{0}x + A_{2}y + A_{0}t)((-A_{0} + A_{2})x + A_{2}z + A_{2}t)(x + y + z + t)	8
